sample_id,Date,Soil Moisture (% day 0)
3-135-HH,10/10/2025,95.5
40-158-GB,10/10/2025,96.53
22-165-GG,10/10/2025,95.71
52-151-HB,10/10/2025,96.41
11-142-HH,10/10/2025,95.73
20-177-GB,10/10/2025,96.22
4-130-HB,13/10/2025,91.71
14-150-HH,13/10/2025,96.31
27-171-GB,13/10/2025,96.49
13-127-HH,13/10/2025,93.64
56-179-GG,13/10/2025,95.92
8-133-HB,13/10/2025,94.76
24-169-GB,13/10/2025,96.89
21-183-GG,13/10/2025,95.99
49-140-HB,13/10/2025,96.34
12-141-HH,13/10/2025,96.77
33-170-GB,13/10/2025,96.68
39-173-GG,13/10/2025,96.97
48-131-HB,13/10/2025,94.17
46-126-HH,13/10/2025,96
41-157-GG,13/10/2025,95.81
25-174-GB,13/10/2025,95.62
42-144-HB,13/10/2025,96.66
10-129-HH,13/10/2025,94.94
17-166-GB,13/10/2025,96.21
30-155-GG,13/10/2025,96.15
32-123-HB,13/10/2025,95.94
16-128-HH,13/10/2025,95.95
54-164-GB,13/10/2025,95.86
50-160-GG,13/10/2025,96.83
53-149-HB,13/10/2025,92.38
23-146-HH,13/10/2025,94.97
45-161-GB,13/10/2025,93.45
36-178-GG,13/10/2025,95.94
2-138-HB,13/10/2025,94.05
5-139-HH,13/10/2025,94.29
18-167-GB,13/10/2025,95.77
43-180-GG,13/10/2025,96.03
29-148-HB,13/10/2025,95.62
19-147-HH,13/10/2025,94.62
38-156-GB,13/10/2025,94.81
59-172-GG,13/10/2025,96.22
9-134-HB,13/10/2025,94.17
7-136-HH,13/10/2025,94.14
15-154-GB,13/10/2025,95.83
35-182-GG,13/10/2025,95.91
1-137-HB,13/10/2025,94.78
6-125-HH,13/10/2025,93.06
26-159-GB,13/10/2025,95.94
34-163-GG,13/10/2025,96.23
55-124-HB,13/10/2025,93.98
51-132-HH,13/10/2025,95.58
28-176-GB,13/10/2025,96.12
58-162-GG,13/10/2025,95.52
47-145-HB,13/10/2025,95.38
44-153-HH,13/10/2025,93.98
60-168-GB,13/10/2025,93.58
37-181-GG,13/10/2025,96.61
57-152-HB,13/10/2025,94.45
3-135-HH,13/10/2025,94.32
40-158-GB,13/10/2025,95.67
22-165-GG,13/10/2025,94.57
52-151-HB,13/10/2025,95.52
11-142-HH,13/10/2025,94.69
20-177-GB,13/10/2025,95.32
4-130-HB,15/10/2025,100.67
14-150-HH,15/10/2025,103.88
27-171-GB,15/10/2025,101.73
13-127-HH,15/10/2025,100.79
56-179-GG,15/10/2025,103.78
8-133-HB,15/10/2025,108.72
24-169-GB,15/10/2025,100.83
21-183-GG,15/10/2025,107.72
49-140-HB,15/10/2025,103.22
12-141-HH,15/10/2025,103.06
33-170-GB,15/10/2025,100.8
39-173-GG,15/10/2025,102.15
48-131-HB,15/10/2025,104.94
46-126-HH,15/10/2025,101.53
41-157-GG,15/10/2025,102.61
25-174-GB,15/10/2025,105.62
42-144-HB,15/10/2025,103.97
10-129-HH,15/10/2025,100.24
17-166-GB,15/10/2025,102.92
30-155-GG,15/10/2025,102.73
32-123-HB,15/10/2025,104.94
16-128-HH,15/10/2025,103.53
54-164-GB,15/10/2025,102.36
50-160-GG,15/10/2025,106.82
53-149-HB,15/10/2025,111.41
23-146-HH,15/10/2025,106.45
45-161-GB,15/10/2025,100.01
36-178-GG,15/10/2025,106.34
2-138-HB,15/10/2025,103.28
5-139-HH,15/10/2025,105.28
18-167-GB,15/10/2025,106.59
43-180-GG,15/10/2025,102.86
29-148-HB,15/10/2025,104.97
19-147-HH,15/10/2025,99.77
38-156-GB,15/10/2025,106.05
59-172-GG,15/10/2025,101.78
9-134-HB,15/10/2025,103.68
7-136-HH,15/10/2025,106.68
15-154-GB,15/10/2025,104.48
35-182-GG,15/10/2025,104.46
1-137-HB,15/10/2025,105.96
6-125-HH,15/10/2025,103.67
26-159-GB,15/10/2025,110.28
34-163-GG,15/10/2025,101.97
55-124-HB,15/10/2025,101.91
51-132-HH,15/10/2025,99.99
28-176-GB,15/10/2025,102.75
58-162-GG,15/10/2025,106.57
47-145-HB,15/10/2025,103.37
44-153-HH,15/10/2025,108.06
60-168-GB,15/10/2025,103.69
37-181-GG,15/10/2025,101.93
57-152-HB,15/10/2025,103.5
3-135-HH,15/10/2025,104.27
40-158-GB,15/10/2025,105.85
22-165-GG,15/10/2025,98.22
52-151-HB,15/10/2025,104.74
11-142-HH,15/10/2025,102.39
20-177-GB,15/10/2025,106.41
4-130-HB,17/10/2025,97.57
14-150-HH,17/10/2025,102.85
27-171-GB,17/10/2025,100.88
13-127-HH,17/10/2025,99.42
56-179-GG,17/10/2025,102.91
8-133-HB,17/10/2025,107.5
24-169-GB,17/10/2025,100.27
21-183-GG,17/10/2025,106.65
49-140-HB,17/10/2025,102.41
12-141-HH,17/10/2025,102.13
33-170-GB,17/10/2025,100.15
39-173-GG,17/10/2025,101.49
48-131-HB,17/10/2025,103.09
46-126-HH,17/10/2025,99.93
41-157-GG,17/10/2025,101.8
25-174-GB,17/10/2025,104.6
42-144-HB,17/10/2025,103.33
10-129-HH,17/10/2025,99.18
17-166-GB,17/10/2025,102.27
30-155-GG,17/10/2025,101.99
32-123-HB,17/10/2025,103.92
16-128-HH,17/10/2025,102.49
54-164-GB,17/10/2025,101.67
50-160-GG,17/10/2025,106.2
53-149-HB,17/10/2025,110.06
23-146-HH,17/10/2025,105.22
45-161-GB,17/10/2025,98.67
36-178-GG,17/10/2025,105.39
2-138-HB,17/10/2025,101.69
5-139-HH,17/10/2025,103.86
18-167-GB,17/10/2025,105.83
43-180-GG,17/10/2025,102.1
29-148-HB,17/10/2025,103.94
19-147-HH,17/10/2025,98.78
38-156-GB,17/10/2025,105.11
59-172-GG,17/10/2025,101.16
9-134-HB,17/10/2025,102.51
7-136-HH,17/10/2025,105.19
15-154-GB,17/10/2025,103.48
35-182-GG,17/10/2025,103.62
1-137-HB,17/10/2025,104.42
6-125-HH,17/10/2025,102.14
26-159-GB,17/10/2025,109.58
34-163-GG,17/10/2025,101.29
55-124-HB,17/10/2025,100.44
51-132-HH,17/10/2025,99.09
28-176-GB,17/10/2025,102.01
58-162-GG,17/10/2025,105.8
47-145-HB,17/10/2025,102.22
44-153-HH,17/10/2025,106.39
60-168-GB,17/10/2025,102
37-181-GG,17/10/2025,101.38
57-152-HB,17/10/2025,102.05
3-135-HH,17/10/2025,102.66
40-158-GB,17/10/2025,105.04
22-165-GG,17/10/2025,97.25
52-151-HB,17/10/2025,103.86
11-142-HH,17/10/2025,100.65
20-177-GB,17/10/2025,105.4
4-130-HB,20/10/2025,94.91
14-150-HH,20/10/2025,101.59
27-171-GB,20/10/2025,99.85
13-127-HH,20/10/2025,97.68
56-179-GG,20/10/2025,101.76
8-133-HB,20/10/2025,106.03
24-169-GB,20/10/2025,99.41
21-183-GG,20/10/2025,105.39
49-140-HB,20/10/2025,101.32
12-141-HH,20/10/2025,101.01
33-170-GB,20/10/2025,99.35
39-173-GG,20/10/2025,100.68
48-131-HB,20/10/2025,100.49
46-126-HH,20/10/2025,98.21
41-157-GG,20/10/2025,100.63
25-174-GB,20/10/2025,103.18
42-144-HB,20/10/2025,102.3
10-129-HH,20/10/2025,97.62
17-166-GB,20/10/2025,101.15
30-155-GG,20/10/2025,100.8
32-123-HB,20/10/2025,102.4
16-128-HH,20/10/2025,100.93
54-164-GB,20/10/2025,100.46
50-160-GG,20/10/2025,105.2
53-149-HB,20/10/2025,107.07
23-146-HH,20/10/2025,103.33
45-161-GB,20/10/2025,96.8
36-178-GG,20/10/2025,103.91
2-138-HB,20/10/2025,99.25
5-139-HH,20/10/2025,101.6
18-167-GB,20/10/2025,104.72
43-180-GG,20/10/2025,100.9
29-148-HB,20/10/2025,102.07
19-147-HH,20/10/2025,97.02
38-156-GB,20/10/2025,103.13
59-172-GG,20/10/2025,99.72
9-134-HB,20/10/2025,99.98
7-136-HH,20/10/2025,102.1
15-154-GB,20/10/2025,100.71
35-182-GG,20/10/2025,101.92
1-137-HB,20/10/2025,101.61
6-125-HH,20/10/2025,98.48
26-159-GB,20/10/2025,108.08
34-163-GG,20/10/2025,99.99
55-124-HB,20/10/2025,98.01
51-132-HH,20/10/2025,97.48
28-176-GB,20/10/2025,100.75
58-162-GG,20/10/2025,104.36
47-145-HB,20/10/2025,100.8
44-153-HH,20/10/2025,103.92
60-168-GB,20/10/2025,99.74
37-181-GG,20/10/2025,100.52
57-152-HB,20/10/2025,100.15
3-135-HH,20/10/2025,100.65
40-158-GB,20/10/2025,103.88
22-165-GG,20/10/2025,95.88
52-151-HB,20/10/2025,102.64
11-142-HH,20/10/2025,98.78
20-177-GB,20/10/2025,104.05
4-130-HB,22/10/2025,93.66
14-150-HH,22/10/2025,100.92
27-171-GB,22/10/2025,99.28
13-127-HH,22/10/2025,96.69
56-179-GG,22/10/2025,101.1
8-133-HB,22/10/2025,105.17
24-169-GB,22/10/2025,98.93
21-183-GG,22/10/2025,104.71
49-140-HB,22/10/2025,100.72
12-141-HH,22/10/2025,100.37
33-170-GB,22/10/2025,98.87
39-173-GG,22/10/2025,100.22
48-131-HB,22/10/2025,99.2
46-126-HH,22/10/2025,97.46
41-157-GG,22/10/2025,99.96
25-174-GB,22/10/2025,102.36
42-144-HB,22/10/2025,101.77
10-129-HH,22/10/2025,96.82
17-166-GB,22/10/2025,100.52
30-155-GG,22/10/2025,100.18
32-123-HB,22/10/2025,101.56
16-128-HH,22/10/2025,100.16
54-164-GB,22/10/2025,99.86
50-160-GG,22/10/2025,104.67
53-149-HB,22/10/2025,105.7
23-146-HH,22/10/2025,102.3
45-161-GB,22/10/2025,95.85
36-178-GG,22/10/2025,103.21
2-138-HB,22/10/2025,98.09
5-139-HH,22/10/2025,100.54
18-167-GB,22/10/2025,104.12
43-180-GG,22/10/2025,100.35
29-148-HB,22/10/2025,101.24
19-147-HH,22/10/2025,96.25
38-156-GB,22/10/2025,102.31
59-172-GG,22/10/2025,99
9-134-HB,22/10/2025,98.93
7-136-HH,22/10/2025,100.85
15-154-GB,22/10/2025,99.6
35-182-GG,22/10/2025,101.16
1-137-HB,22/10/2025,100.34
6-125-HH,22/10/2025,97.23
26-159-GB,22/10/2025,107.38
34-163-GG,22/10/2025,99.34
55-124-HB,22/10/2025,97.04
51-132-HH,22/10/2025,96.78
28-176-GB,22/10/2025,100.09
58-162-GG,22/10/2025,103.65
47-145-HB,22/10/2025,100.07
44-153-HH,22/10/2025,102.8
60-168-GB,22/10/2025,98.78
37-181-GG,22/10/2025,100.11
57-152-HB,22/10/2025,99.12
3-135-HH,22/10/2025,99.67
40-158-GB,22/10/2025,103.28
22-165-GG,22/10/2025,95.13
52-151-HB,22/10/2025,102
11-142-HH,22/10/2025,98.05
20-177-GB,22/10/2025,103.25
4-130-HB,24/10/2025,92.14
14-150-HH,24/10/2025,100.14
27-171-GB,24/10/2025,98.56
13-127-HH,24/10/2025,95.46
56-179-GG,24/10/2025,100.29
8-133-HB,24/10/2025,104.06
24-169-GB,24/10/2025,98.32
21-183-GG,24/10/2025,103.85
49-140-HB,24/10/2025,99.93
12-141-HH,24/10/2025,99.59
33-170-GB,24/10/2025,98.29
39-173-GG,24/10/2025,99.64
48-131-HB,24/10/2025,97.74
46-126-HH,24/10/2025,96.59
41-157-GG,24/10/2025,99.05
25-174-GB,24/10/2025,101.27
42-144-HB,24/10/2025,101.08
10-129-HH,24/10/2025,95.81
17-166-GB,24/10/2025,99.7
30-155-GG,24/10/2025,99.33
32-123-HB,24/10/2025,100.44
16-128-HH,24/10/2025,99.13
54-164-GB,24/10/2025,99.06
50-160-GG,24/10/2025,103.93
53-149-HB,24/10/2025,103.71
23-146-HH,24/10/2025,100.99
45-161-GB,24/10/2025,94.52
36-178-GG,24/10/2025,102.26
2-138-HB,24/10/2025,96.49
5-139-HH,24/10/2025,99.15
18-167-GB,24/10/2025,103.28
43-180-GG,24/10/2025,99.5
29-148-HB,24/10/2025,100.11
19-147-HH,24/10/2025,95.11
38-156-GB,24/10/2025,100.98
59-172-GG,24/10/2025,97.99
9-134-HB,24/10/2025,97.51
7-136-HH,24/10/2025,99.27
15-154-GB,24/10/2025,98.1
35-182-GG,24/10/2025,100.08
1-137-HB,24/10/2025,98.75
6-125-HH,24/10/2025,95.5
26-159-GB,24/10/2025,106.4
34-163-GG,24/10/2025,98.44
55-124-HB,24/10/2025,95.71
51-132-HH,24/10/2025,95.84
28-176-GB,24/10/2025,99.2
58-162-GG,24/10/2025,102.59
47-145-HB,24/10/2025,99.01
44-153-HH,24/10/2025,100.86
60-168-GB,24/10/2025,97.25
37-181-GG,24/10/2025,99.46
57-152-HB,24/10/2025,97.84
3-135-HH,24/10/2025,98.31
40-158-GB,24/10/2025,102.3
22-165-GG,24/10/2025,94.02
52-151-HB,24/10/2025,101.06
11-142-HH,24/10/2025,96.96
20-177-GB,24/10/2025,102.2
4-130-HB,27/10/2025,88.71
14-150-HH,27/10/2025,98.27
27-171-GB,27/10/2025,96.9
13-127-HH,27/10/2025,92.47
56-179-GG,27/10/2025,98.64
8-133-HB,27/10/2025,101.07
24-169-GB,27/10/2025,96.99
21-183-GG,27/10/2025,101.92
49-140-HB,27/10/2025,98.29
12-141-HH,27/10/2025,97.98
33-170-GB,27/10/2025,96.96
39-173-GG,27/10/2025,98.23
48-131-HB,27/10/2025,95.36
46-126-HH,27/10/2025,94.96
41-157-GG,27/10/2025,97.18
25-174-GB,27/10/2025,99.02
42-144-HB,27/10/2025,99.69
10-129-HH,27/10/2025,93.73
17-166-GB,27/10/2025,98.11
30-155-GG,27/10/2025,97.6
32-123-HB,27/10/2025,98.45
16-128-HH,27/10/2025,97.36
54-164-GB,27/10/2025,97.53
50-160-GG,27/10/2025,102.45
53-149-HB,27/10/2025,99.5
23-146-HH,27/10/2025,98.54
45-161-GB,27/10/2025,91.88
36-178-GG,27/10/2025,100.3
2-138-HB,27/10/2025,94.05
5-139-HH,27/10/2025,96.65
18-167-GB,27/10/2025,101.76
43-180-GG,27/10/2025,97.79
29-148-HB,27/10/2025,98.06
19-147-HH,27/10/2025,92.71
38-156-GB,27/10/2025,98.53
59-172-GG,27/10/2025,96.62
9-134-HB,27/10/2025,95.16
7-136-HH,27/10/2025,96.64
15-154-GB,27/10/2025,95.19
35-182-GG,27/10/2025,98.13
1-137-HB,27/10/2025,96.43
6-125-HH,27/10/2025,92.72
26-159-GB,27/10/2025,104.74
34-163-GG,27/10/2025,96.83
55-124-HB,27/10/2025,93.6
51-132-HH,27/10/2025,94
28-176-GB,27/10/2025,97.53
58-162-GG,27/10/2025,100.65
47-145-HB,27/10/2025,96.87
44-153-HH,27/10/2025,97.67
60-168-GB,27/10/2025,94.39
37-181-GG,27/10/2025,98.15
57-152-HB,27/10/2025,95.23
3-135-HH,27/10/2025,95.58
40-158-GB,27/10/2025,100.39
22-165-GG,27/10/2025,91.73
52-151-HB,27/10/2025,99.08
11-142-HH,27/10/2025,94.9
20-177-GB,27/10/2025,99.99
4-130-HB,29/10/2025,87.53
14-150-HH,29/10/2025,97.59
27-171-GB,29/10/2025,96.31
13-127-HH,29/10/2025,91.34
56-179-GG,29/10/2025,98.02
8-133-HB,29/10/2025,99.94
24-169-GB,29/10/2025,96.47
21-183-GG,29/10/2025,101.18
49-140-HB,29/10/2025,97.66
12-141-HH,29/10/2025,97.38
33-170-GB,29/10/2025,96.48
39-173-GG,29/10/2025,97.68
48-131-HB,29/10/2025,94.42
46-126-HH,29/10/2025,94.4
41-157-GG,29/10/2025,96.43
